Sample;PlotNo;Erosion;Time;Rate;Cumrate
900;25lP3;E1;2;1.4;3
901;25lP3;E1;3;1.4;4.4
902;25lP3;E1;4;1.2;5.6
903;25lP3;E1;5;1.1;6.7
904;25lP3;E1;6;1.1;7.8
905;25lP3;E1;7;1;8.8
906;25lP3;E1;8;1;9.8
907;25lP3;E1;9;0.8;10.6
908;25lP3;E1;10;0.9;11.5
909;25lP3;E1;11;0.9;12.4
910;25lP3;E1;12;0.9;13.3
911;25lP3;E1;13;0.9;14.2
912;25lP3;E1;15;1.15;15.35
913;25lP3;E1;17;1.2;16.55
914;25lP3;E1;19;1.1;17.65
915;25lP3;E1;21;1.1;18.75
916;25lP3;E1;23;0.9;19.65
917;25lP3;E1;25;0.9;20.55
918;25lP3;E1;27;0.8;21.35
919;25lP3;E1;32;1.06;22.41
920;25lP3;E1;34;1.05;23.46
921;25lP3;E1;36;0.5;23.96
922;25lP3;E1;38;0.65;24.61
923;25lP3;E1;40;0.6;25.21
924;25lP3;E1;42;0.5;25.71
925;25lP3;E1;44;0.7;26.41
926;25lP3;E1;47;0.5;26.91
927;25lP3;E1;51;0.8;27.71
928;25lP3;E1;54;0.7;28.41
929;25lP3;E1;57;0.4;28.81
930;25lP3;E1;60;0.5;29.31
931;25lP3;E1;63;0.5;29.81
932;25lP3;E1;66;0.5;30.31
933;25lP3;E1;69;0.5;30.81
934;25lP3;E1;73;0.5;31.31
935;25lP3;E1;80;0.4;31.71
936;25lP3;E1;84;0.6;32.31
937;25lP3;E1;88;0.5;32.81
938;26lP3;E2;1;1.6;1.6
939;26lP3;E2;2;1.1;2.7
940;26lP3;E2;3;1.1;3.8
941;26lP3;E2;4;1;4.8
942;26lP3;E2;5;0.7;5.5
943;26lP3;E2;6;0.9;6.4
944;26lP3;E2;7;0.6;7
945;26lP3;E2;8;0.8;7.8
946;26lP3;E2;9;0.6;8.4
947;26lP3;E2;10;0.7;9.1
948;26lP3;E2;11;0.7;9.8
949;26lP3;E2;12;0.6;10.4
950;26lP3;E2;13;0.5;10.9
951;26lP3;E2;14;0.5;11.4
952;26lP3;E2;15;0.5;11.9
953;26lP3;E2;17;0.5;12.4
954;26lP3;E2;19;0.5;12.9
955;26lP3;E2;21;0.5;13.4
956;26lP3;E2;23;0.25;13.65
957;26lP3;E2;25;0.5;14.15
958;26lP3;E2;27;0.65;14.8
959;26lP3;E2;29;0.45;15.25
960;26lP3;E2;31;0.5;15.75
961;26lP3;E2;33;0.3;16.05
962;26lP3;E2;35;0.35;16.4
963;26lP3;E2;37;0.4;16.8
964;26lP3;E2;39;0.35;17.15
965;27lP3;E0;1;1;1
966;27lP3;E0;2;0.9;1.9
967;27lP3;E0;3;0.7;2.6
968;27lP3;E0;4;0.8;3.4
969;27lP3;E0;5;0.6;4
970;27lP3;E0;6;0.5;4.5
971;27lP3;E0;7;0.6;5.1
972;27lP3;E0;8;0.6;5.7
973;27lP3;E0;9;0.6;6.3
974;27lP3;E0;10;0.4;6.7
975;27lP3;E0;11;0.4;7.1
976;27lP3;E0;12;0.5;7.6
977;27lP3;E0;13;0.4;8
978;27lP3;E0;14;0.4;8.4
979;27lP3;E0;16;0.4;8.8
980;27lP3;E0;18;0.4;9.2
981;27lP3;E0;20;0.35;9.55
982;27lP3;E0;22;0.3;9.85
983;27lP3;E0;24;0.2;10.05
984;27lP3;E0;34;0.12;10.17
985;27lP3;E0;41;0.2;10.37
986;27lP3;E0;43;0.5;10.87
987;27lP3;E0;48;0.32;11.19
988;27lP3;E0;50;0.35;11.54
989;27lP3;E0;52;0.35;11.89
990;27lP3;E0;54;0.35;12.24
991;27lP3;E0;56;0.35;12.59
992;27lP3;E0;58;0.3;12.89
993;27lP3;E0;60;0.3;13.19
994;27lP3;E0;62;0.35;13.54
995;27lP3;E0;64;0.25;13.79
996;27lP3;E0;66;0.4;14.19
997;27lP3;E0;68;0.35;14.54
998;28lP3;E1;1;1.5;1.5
999;28lP3;E1;2;0.6;2.1
1000;28lP3;E1;3;0.4;2.5
1001;28lP3;E1;4;0.4;2.9
1002;28lP3;E1;5;0.2;3.1
1003;28lP3;E1;6;0.3;3.4
1004;28lP3;E1;7;0.5;3.9
1005;28lP3;E1;8;0.2;4.1
1006;28lP3;E1;9;0.4;4.5
1007;28lP3;E1;10;0.3;4.8
1008;28lP3;E1;11;0.2;5
1009;28lP3;E1;12;0.3;5.3
1010;28lP3;E1;13;0.3;5.6
1011;28lP3;E1;14;0.3;5.9
1012;28lP3;E1;15;0.3;6.2
1013;28lP3;E1;16;0.3;6.5
1014;28lP3;E1;17;0.2;6.7
1015;28lP3;E1;18;0.3;7
1016;28lP3;E1;19;0.2;7.2
1017;28lP3;E1;21;0.25;7.45
1018;28lP3;E1;23;0.25;7.7
1019;28lP3;E1;25;0.25;7.95
1020;28lP3;E1;27;0.2;8.15
1021;28lP3;E1;29;0.2;8.35
1022;28lP3;E1;31;0.2;8.55
1023;28lP3;E1;33;0.2;8.75
1024;28lP3;E1;35;0.25;9
1025;28lP3;E1;37;0.25;9.25
1026;28lP3;E1;39;0.25;9.5
1027;28lP3;E1;41;0.25;9.75
1028;28lP3;E1;43;0.2;9.95
1029;28lP3;E1;45;0.3;10.25
1030;28lP3;E1;47;0.25;10.5
1031;28lP3;E1;49;0.25;10.75
1032;28lP3;E1;51;0.25;11
1033;28lP3;E1;53;0.25;11.25
1034;28lP3;E1;55;0.2;11.45
1035;28lP3;E1;57;0.2;11.65
1036;28lP3;E1;59;0.2;11.85
1037;28lP3;E1;61;0.2;12.05
1038;28lP3;E1;63;0.2;12.25
1039;28lP3;E1;65;0.2;12.45
1040;29lP3;E2;1;0.4;0.4
1041;29lP3;E2;2;0.5;0.9
1042;29lP3;E2;3;0.3;1.2
1043;29lP3;E2;5;0.15;1.35
1044;29lP3;E2;6;0.2;1.55
1045;29lP3;E2;6.5;0.4;1.95
1046;29lP3;E2;7.5;0.2;2.15
1047;29lP3;E2;8.5;0.2;2.35
1048;29lP3;E2;10.5;0.05;2.4
1049;29lP3;E2;11.5;0.1;2.5
1050;29lP3;E2;12.5;0.1;2.6
1051;29lP3;E2;14.5;0.05;2.65
1052;29lP3;E2;15;0.2;2.85
1053;29lP3;E2;16;0.2;3.05
1054;29lP3;E2;17;0.1;3.15
1055;29lP3;E2;18;0.2;3.35
1056;29lP3;E2;19;0.1;3.45
1057;29lP3;E2;20;0.1;3.55
1058;29lP3;E2;22;0.15;3.7
1059;29lP3;E2;24;0.1;3.8
1060;29lP3;E2;26;0.1;3.9
1061;29lP3;E2;27;0.2;4.1
1062;29lP3;E2;29;0.1;4.2
1063;29lP3;E2;31;0.1;4.3
1064;29lP3;E2;33;0.1;4.4
1065;29lP3;E2;35;0.1;4.5
1066;29lP3;E2;37;0.1;4.6
1067;29lP3;E2;40;0.1;4.7
1068;29lP3;E2;43;0.1;4.8
1069;29lP3;E2;46;0.06666667;4.866667
1070;29lP3;E2;49;0.06666667;4.933333
1071;29lP3;E2;52;0.1;5.033333
1072;29lP3;E2;55;0.1;5.133333
1073;29lP3;E2;58;0.06666667;5.2
1074;29lP3;E2;61;0.06666667;5.266667
1075;29lP3;E2;64;0.06666667;5.333333
1076;29lP3;E2;67;0.06666667;5.4
1077;30lP3;E1;1;1.1;1.1
1078;30lP3;E1;2;1.2;2.3
1079;30lP3;E1;3;1;3.3
1080;30lP3;E1;4;1.1;4.4
1081;30lP3;E1;5;0.9;5.3
1082;30lP3;E1;6;0.8;6.1
1083;30lP3;E1;7;0.8;6.9
1084;30lP3;E1;8;0.7;7.6
1085;30lP3;E1;9;0.6;8.2
1086;30lP3;E1;10;0.7;8.9
1087;30lP3;E1;11;0.7;9.6
1088;30lP3;E1;12;0.6;10.2
1089;30lP3;E1;13;1.6;11.8
1090;30lP3;E1;14;0.6;12.4
1091;30lP3;E1;15;0.5;12.9
1092;30lP3;E1;16;0.4;13.3
1093;30lP3;E1;17;0.3;13.6
1094;30lP3;E1;18;0.3;13.9
1095;30lP3;E1;20;0.5;14.4
1096;30lP3;E1;22;0.7;15.1
1097;30lP3;E1;24;0.6;15.7
1098;30lP3;E1;26;0.55;16.25
1099;30lP3;E1;28;0.6;16.85
1100;30lP3;E1;30;0.5;17.35
1101;30lP3;E1;32;0.45;17.8
1102;30lP3;E1;34;0.5;18.3
1103;30lP3;E1;36;0.4;18.7
1104;30lP3;E1;38;0.4;19.1
1105;30lP3;E1;40;0.4;19.5
